Location,Datetime,Avg_Temp,Precip,Humidity
San Juan Airport,1/1/2013,25.98,0.07,77
San Juan Airport,1/2/2013,26.02,0,68
San Juan Airport,1/3/2013,25.07,0.13,82
San Juan Airport,1/4/2013,26.44,0,75
San Juan Airport,1/5/2013,27.04,0.01,69
San Juan Airport,1/6/2013,26.79,0.01,69
San Juan Airport,1/7/2013,26.35,0.12,74
San Juan Airport,1/8/2013,26.39,0.03,74
San Juan Airport,1/9/2013,26.11,0.01,66
San Juan Airport,1/10/2013,26.02,0.02,70
San Juan Airport,1/11/2013,25.82,0.03,69
San Juan Airport,1/12/2013,25.21,0.57,79
San Juan Airport,1/13/2013,25.73,0,61
San Juan Airport,1/14/2013,24.37,0.01,69
San Juan Airport,1/15/2013,25.29,0.12,74
San Juan Airport,1/16/2013,24.27,0.01,73
San Juan Airport,1/17/2013,25.64,0.03,73
San Juan Airport,1/18/2013,25.33,0.04,77
San Juan Airport,1/19/2013,25.28,0,74
San Juan Airport,1/20/2013,26.22,0.01,75
San Juan Airport,1/21/2013,24.71,0.04,78
San Juan Airport,1/22/2013,26.95,0,74
San Juan Airport,1/23/2013,27.14,0.01,76
San Juan Airport,1/24/2013,26,0,73
San Juan Airport,1/25/2013,25.15,0.02,74
San Juan Airport,1/26/2013,26.51,0.21,82
San Juan Airport,1/27/2013,26.17,0,77
San Juan Airport,1/28/2013,26.5,0,73
San Juan Airport,1/29/2013,25.59,0.03,74
San Juan Airport,1/30/2013,25.7,0.12,77
San Juan Airport,1/31/2013,26.24,0.13,83
San Juan Airport,2/1/2013,26.24,0.76,78
San Juan Airport,2/2/2013,24.85,0,67
San Juan Airport,2/3/2013,26.37,0,66
San Juan Airport,2/4/2013,24.3,0,69
San Juan Airport,2/5/2013,24.55,0.11,71
San Juan Airport,2/6/2013,25.06,0.08,75
San Juan Airport,2/7/2013,26.17,0,76
San Juan Airport,2/8/2013,25.36,1.01,78
San Juan Airport,2/9/2013,25.4,0,74
San Juan Airport,2/10/2013,25.65,0,73
San Juan Airport,2/11/2013,25.33,0.17,73
San Juan Airport,2/12/2013,25.62,0,61
San Juan Airport,2/13/2013,25.01,0,68
San Juan Airport,2/14/2013,25.57,0.01,76
San Juan Airport,2/15/2013,26.26,0,73
San Juan Airport,2/16/2013,26.8,0,65
San Juan Airport,2/17/2013,25.79,0,72
San Juan Airport,2/18/2013,25.6,0,74
San Juan Airport,2/19/2013,26.23,0.11,74
San Juan Airport,2/20/2013,26.12,0.03,76
San Juan Airport,2/21/2013,26.14,0,72
San Juan Airport,2/22/2013,26,0,72
San Juan Airport,2/23/2013,26.2,0,69
San Juan Airport,2/24/2013,25.78,0,73
San Juan Airport,2/25/2013,25.97,0.02,74
San Juan Airport,2/26/2013,26.31,0.02,73
San Juan Airport,2/27/2013,27.41,0,68
San Juan Airport,2/28/2013,26.9,0,68
San Juan Airport,3/1/2013,26.65,0,69
San Juan Airport,3/2/2013,25.62,0,64
San Juan Airport,3/3/2013,27.78,0,70
San Juan Airport,3/4/2013,26.49,0.24,75
San Juan Airport,3/5/2013,24.88,0.01,71
San Juan Airport,3/6/2013,25.79,0,67
San Juan Airport,3/7/2013,26.39,0.42,74
San Juan Airport,3/8/2013,25.14,0.21,71
San Juan Airport,3/9/2013,24.88,0.02,73
San Juan Airport,3/10/2013,25.25,0.01,58
San Juan Airport,3/11/2013,25.54,0,56
San Juan Airport,3/12/2013,26.64,0,54
San Juan Airport,3/13/2013,26.18,0,54
San Juan Airport,3/14/2013,25.31,0,58
San Juan Airport,3/15/2013,25.31,0,56
San Juan Airport,3/16/2013,26.36,0.04,67
San Juan Airport,3/17/2013,25.95,0.12,72
San Juan Airport,3/18/2013,25.66,0.03,71
San Juan Airport,3/19/2013,26.43,0.08,74
San Juan Airport,3/20/2013,27.11,0,67
San Juan Airport,3/21/2013,27.98,0,65
San Juan Airport,3/22/2013,29.82,0,66
San Juan Airport,3/23/2013,27.92,0.06,78
San Juan Airport,3/24/2013,27.82,0,71
San Juan Airport,3/25/2013,27.35,0,69
San Juan Airport,3/26/2013,28.28,0,66
San Juan Airport,3/27/2013,27.83,0,72
San Juan Airport,3/28/2013,27.7,0,69
San Juan Airport,3/29/2013,26.04,0.13,77
San Juan Airport,3/30/2013,25.82,0.11,75
San Juan Airport,3/31/2013,25.12,0.44,84
San Juan Airport,4/1/2013,27.05,0.01,72
San Juan Airport,4/2/2013,28.63,0,64
San Juan Airport,4/3/2013,28.35,0,71
San Juan Airport,4/4/2013,27.46,0,71
San Juan Airport,4/5/2013,27.2,0.15,74
San Juan Airport,4/6/2013,27.62,0,67
San Juan Airport,4/7/2013,28.05,0.15,74
San Juan Airport,4/8/2013,28.69,0.07,73
San Juan Airport,4/9/2013,27.59,0.38,77
San Juan Airport,4/10/2013,28.04,0.06,72
San Juan Airport,4/11/2013,27.94,0.09,67
San Juan Airport,4/12/2013,27.56,0.08,68
San Juan Airport,4/13/2013,27.37,0.22,76
San Juan Airport,4/14/2013,28.18,0.03,70
San Juan Airport,4/15/2013,28.66,0.04,73
San Juan Airport,4/16/2013,27,1.47,80
San Juan Airport,4/17/2013,26.32,0.09,76
San Juan Airport,4/18/2013,26.91,0.21,72
San Juan Airport,4/19/2013,27.24,0.09,69
San Juan Airport,4/20/2013,26.75,0,73
San Juan Airport,4/21/2013,26.44,0,66
San Juan Airport,4/22/2013,25.86,0.01,65
San Juan Airport,4/23/2013,26.08,0.05,70
San Juan Airport,4/24/2013,26.49,0.23,76
San Juan Airport,4/25/2013,25.83,0,73
San Juan Airport,4/26/2013,26.73,0,70
San Juan Airport,4/27/2013,26.7,0.23,74
San Juan Airport,4/28/2013,26.44,0.31,76
San Juan Airport,4/29/2013,27.26,0,74
San Juan Airport,4/30/2013,26.79,0.22,78
San Juan Airport,5/1/2013,27.28,0,74
San Juan Airport,5/2/2013,26.95,0,76
San Juan Airport,5/3/2013,27.91,0,72
San Juan Airport,5/4/2013,29.1,0,71
San Juan Airport,5/5/2013,28.91,0.6,77
San Juan Airport,5/6/2013,28.42,0,80
San Juan Airport,5/7/2013,28.07,0.31,83
San Juan Airport,5/8/2013,27.51,1.05,86
San Juan Airport,5/9/2013,26.32,2.69,84
San Juan Airport,5/10/2013,26.31,1.57,82
San Juan Airport,5/11/2013,27.02,0.04,78
San Juan Airport,5/12/2013,27.64,0,76
San Juan Airport,5/13/2013,27.77,0.01,78
San Juan Airport,5/14/2013,28.48,0.02,73
San Juan Airport,5/15/2013,27.63,0.27,82
San Juan Airport,5/16/2013,27.82,0,76
San Juan Airport,5/17/2013,27.52,0,74
San Juan Airport,5/18/2013,26.9,0,71
San Juan Airport,5/19/2013,27.97,0,74
San Juan Airport,5/20/2013,27.95,0.1,73
San Juan Airport,5/21/2013,26.84,0.2,77
San Juan Airport,5/22/2013,25.77,2.53,88
San Juan Airport,5/23/2013,27.62,0.34,75
San Juan Airport,5/24/2013,28.06,0.02,79
San Juan Airport,5/25/2013,27.53,0.55,78
San Juan Airport,5/26/2013,27.61,0,78
San Juan Airport,5/27/2013,26.28,1.74,84
San Juan Airport,5/28/2013,28.02,0.01,82
San Juan Airport,5/29/2013,28.73,0.18,77
San Juan Airport,5/30/2013,28.32,1.42,81
San Juan Airport,5/31/2013,27.64,0.89,85
San Juan Airport,6/1/2013,26.94,0.07,79
San Juan Airport,6/2/2013,27.96,0,73
San Juan Airport,6/3/2013,28.67,0.02,77
San Juan Airport,6/4/2013,28.34,0.38,75
San Juan Airport,6/5/2013,28.95,0.01,78
San Juan Airport,6/6/2013,27.68,0.05,73
San Juan Airport,6/7/2013,26.91,0.35,78
San Juan Airport,6/8/2013,26.7,0.22,78
San Juan Airport,6/9/2013,28.54,0,76
San Juan Airport,6/10/2013,27.73,0.06,79
San Juan Airport,6/11/2013,26.98,0.76,83
San Juan Airport,6/12/2013,26.56,3.17,88
San Juan Airport,6/13/2013,28.62,0.1,82
San Juan Airport,6/14/2013,29.27,0.11,78
San Juan Airport,6/15/2013,30.55,0.27,79
San Juan Airport,6/16/2013,28.46,0,78
San Juan Airport,6/17/2013,28.83,0,78
San Juan Airport,6/18/2013,28.7,0,77
San Juan Airport,6/19/2013,27.58,1.16,86
San Juan Airport,6/20/2013,27.98,0,76
San Juan Airport,6/21/2013,27.81,0,72
San Juan Airport,6/22/2013,27.67,0.34,81
San Juan Airport,6/23/2013,28,0.27,82
San Juan Airport,6/24/2013,27.48,2.37,88
San Juan Airport,6/25/2013,27.68,0.3,83
San Juan Airport,6/26/2013,27.18,0.87,87
San Juan Airport,6/27/2013,25.96,0.2,85
San Juan Airport,6/28/2013,28.75,0.01,77
San Juan Airport,6/29/2013,28.72,0,74
San Juan Airport,6/30/2013,27.58,0.2,79
San Juan Airport,7/1/2013,28.24,0.17,78
San Juan Airport,7/2/2013,26.9,0.7,79
San Juan Airport,7/3/2013,26.75,0.19,79
San Juan Airport,7/4/2013,29.45,0.04,77
San Juan Airport,7/5/2013,28.28,0,71
San Juan Airport,7/6/2013,27.95,0.28,74
San Juan Airport,7/7/2013,28.21,0.33,84
San Juan Airport,7/8/2013,28.72,0.01,77
San Juan Airport,7/9/2013,27.82,0.21,80
San Juan Airport,7/10/2013,28.73,0.2,79
San Juan Airport,7/11/2013,29.22,0,75
San Juan Airport,7/12/2013,28.72,0,71
San Juan Airport,7/13/2013,28.13,0.18,73
San Juan Airport,7/14/2013,27.49,0.21,80
San Juan Airport,7/15/2013,27.83,0.42,82
San Juan Airport,7/16/2013,29.02,0.03,77
San Juan Airport,7/17/2013,28.94,0.22,77
San Juan Airport,7/18/2013,25.55,9.23,92
San Juan Airport,7/19/2013,28.19,0,76
San Juan Airport,7/20/2013,29.12,0,74
San Juan Airport,7/21/2013,27.8,0.26,76
San Juan Airport,7/22/2013,27.53,1.07,86
San Juan Airport,7/23/2013,28.85,0,78
San Juan Airport,7/24/2013,28.69,0,75
San Juan Airport,7/25/2013,29.13,0,75
San Juan Airport,7/26/2013,28.18,0.3,76
San Juan Airport,7/27/2013,28.09,0.02,75
San Juan Airport,7/28/2013,28.11,0.07,77
San Juan Airport,7/29/2013,29.91,0,67
San Juan Airport,7/30/2013,30.01,0.02,73
San Juan Airport,7/31/2013,28.81,0.01,70
San Juan Airport,8/1/2013,27.2,1.47,81
San Juan Airport,8/2/2013,28.24,0.01,75
San Juan Airport,8/3/2013,30,0,74
San Juan Airport,8/4/2013,29.88,0,73
San Juan Airport,8/5/2013,29.1,0.13,72
San Juan Airport,8/6/2013,29.02,0.05,72
San Juan Airport,8/7/2013,28.34,0.78,77
San Juan Airport,8/8/2013,28.92,0.06,75
San Juan Airport,8/9/2013,28.99,0.86,79
San Juan Airport,8/10/2013,29.08,0.19,77
San Juan Airport,8/11/2013,28.49,0.34,72
San Juan Airport,8/12/2013,27.73,0.06,76
San Juan Airport,8/13/2013,28.77,0,72
San Juan Airport,8/14/2013,29.96,0,71
San Juan Airport,8/15/2013,29.38,0.01,72
San Juan Airport,8/16/2013,28.28,0.26,76
San Juan Airport,8/17/2013,29.79,0.04,74
San Juan Airport,8/18/2013,28.79,0.46,77
San Juan Airport,8/19/2013,29.22,0.12,80
San Juan Airport,8/20/2013,29.45,0.24,79
San Juan Airport,8/21/2013,28.02,0.17,77
San Juan Airport,8/22/2013,26.38,1.57,78
San Juan Airport,8/23/2013,28.79,0.01,81
San Juan Airport,8/24/2013,29.31,0.04,74
San Juan Airport,8/25/2013,29.79,0.01,71
San Juan Airport,8/26/2013,28.97,0.15,79
San Juan Airport,8/27/2013,29.22,0.31,73
San Juan Airport,8/28/2013,29.22,0.02,73
San Juan Airport,8/29/2013,28.95,0.05,75
San Juan Airport,8/30/2013,30.29,0,73
San Juan Airport,8/31/2013,29.01,0.01,72
San Juan Airport,9/1/2013,29.87,0.01,75
San Juan Airport,9/2/2013,28.84,0.03,72
San Juan Airport,9/3/2013,28.21,0.26,76
San Juan Airport,9/4/2013,27.92,0.69,82
San Juan Airport,9/5/2013,25.33,0.84,88
San Juan Airport,9/6/2013,26.94,0.08,81
San Juan Airport,9/7/2013,27.62,0.01,77
San Juan Airport,9/8/2013,28.95,0.4,71
San Juan Airport,9/9/2013,30.49,0,68
San Juan Airport,9/10/2013,29.51,0.03,72
San Juan Airport,9/11/2013,28.4,0.09,73
San Juan Airport,9/12/2013,27.37,0.62,78
San Juan Airport,9/13/2013,29.09,0,73
San Juan Airport,9/14/2013,27.64,2.88,80
San Juan Airport,9/15/2013,29.06,0,76
San Juan Airport,9/16/2013,29.96,0.01,76
San Juan Airport,9/17/2013,29.48,0,76
San Juan Airport,9/18/2013,29.15,0.84,75
San Juan Airport,9/19/2013,30.73,0.09,72
San Juan Airport,9/20/2013,30.5,0.64,75
San Juan Airport,9/21/2013,28.8,0,76
San Juan Airport,9/22/2013,30.7,0,67
San Juan Airport,9/23/2013,30.3,0,73
San Juan Airport,9/24/2013,30.1,0.09,70
San Juan Airport,9/25/2013,30.56,0,69
San Juan Airport,9/26/2013,30.7,0,65
San Juan Airport,9/27/2013,30.48,0,67
San Juan Airport,9/28/2013,30.26,0,65
San Juan Airport,9/29/2013,30.63,0,66
San Juan Airport,9/30/2013,30.49,0,70
San Juan Airport,10/1/2013,29.41,0,70
San Juan Airport,10/2/2013,29.96,0.08,70
San Juan Airport,10/3/2013,29.67,0.18,70
San Juan Airport,10/4/2013,29.72,0.55,70
San Juan Airport,10/5/2013,26.87,0.01,70
San Juan Airport,10/6/2013,28.31,0.06,70
San Juan Airport,10/7/2013,28.91,0,70
San Juan Airport,10/8/2013,29.46,0.05,70
San Juan Airport,10/9/2013,29.94,0.04,71
San Juan Airport,10/10/2013,28.96,0.05,71
San Juan Airport,10/11/2013,27.89,0.12,70
San Juan Airport,10/12/2013,28.27,0.1,70
San Juan Airport,10/13/2013,28.41,0.29,70
San Juan Airport,10/14/2013,29.41,0,71
San Juan Airport,10/15/2013,29.85,0.02,69
San Juan Airport,10/16/2013,29.12,0,70
San Juan Airport,10/17/2013,29.23,0,70
San Juan Airport,10/18/2013,27.36,0,70
San Juan Airport,10/19/2013,28.65,0,71
San Juan Airport,10/20/2013,29.12,0.01,70
San Juan Airport,10/21/2013,28.32,0.07,70
San Juan Airport,10/22/2013,29.26,0,70
San Juan Airport,10/23/2013,29.29,0,71
San Juan Airport,10/24/2013,29.58,0,70
San Juan Airport,10/25/2013,29.82,0,69
San Juan Airport,10/26/2013,29.61,0,69
San Juan Airport,10/27/2013,29.19,0,70
San Juan Airport,10/28/2013,28.57,0.08,70
San Juan Airport,10/29/2013,27.44,1.03,70
San Juan Airport,10/30/2013,27.69,0.06,70
San Juan Airport,10/31/2013,27.16,0.44,70
San Juan Airport,11/1/2013,26.74,0.23,81
San Juan Airport,11/2/2013,26.62,0.01,81
San Juan Airport,11/3/2013,27.19,0,75
San Juan Airport,11/4/2013,28.51,0.02,75
San Juan Airport,11/5/2013,28.3,0.2,76
San Juan Airport,11/6/2013,27.01,0.12,80
San Juan Airport,11/7/2013,27.31,0.01,77
San Juan Airport,11/8/2013,26.92,0.02,79
San Juan Airport,11/9/2013,27.93,0,75
San Juan Airport,11/10/2013,28.48,0.07,74
San Juan Airport,11/11/2013,28.34,0.46,75
San Juan Airport,11/12/2013,28.88,0.05,76
San Juan Airport,11/13/2013,29.42,0,69
San Juan Airport,11/14/2013,28.31,0.04,71
San Juan Airport,11/15/2013,27.51,1.36,83
San Juan Airport,11/16/2013,26.43,0.12,80
San Juan Airport,11/17/2013,27.23,0,67
San Juan Airport,11/18/2013,26.33,0.04,66
San Juan Airport,11/19/2013,25.95,0,70
San Juan Airport,11/20/2013,26.63,0.04,70
San Juan Airport,11/21/2013,26.34,1.21,87
San Juan Airport,11/22/2013,25.29,0.3,80
San Juan Airport,11/23/2013,25.8,0,74
San Juan Airport,11/24/2013,25.9,0,76
San Juan Airport,11/25/2013,26.76,0.05,79
San Juan Airport,11/26/2013,26.82,0.04,74
San Juan Airport,11/27/2013,26.3,1.06,81
San Juan Airport,11/28/2013,26.23,0.03,78
San Juan Airport,11/29/2013,25.59,0.18,75
San Juan Airport,11/30/2013,24.46,3.36,85
San Juan Airport,12/1/2013,24.29,0.19,90
San Juan Airport,12/2/2013,25.62,0,78
San Juan Airport,12/3/2013,26.89,0.68,83
San Juan Airport,12/4/2013,24.02,1.19,92
San Juan Airport,12/5/2013,25.8,2.31,88
San Juan Airport,12/6/2013,26.68,0,72
San Juan Airport,12/7/2013,26.57,0.09,67
San Juan Airport,12/8/2013,27.05,0.1,61
San Juan Airport,12/9/2013,28.28,0.08,69
San Juan Airport,12/10/2013,27.11,0.36,75
San Juan Airport,12/11/2013,27.32,0.09,73
San Juan Airport,12/12/2013,27.83,0,70
San Juan Airport,12/13/2013,27.44,0,66
San Juan Airport,12/14/2013,27.26,0.02,70
San Juan Airport,12/15/2013,27.14,0.08,72
San Juan Airport,12/16/2013,26.87,0.07,80
San Juan Airport,12/17/2013,26.95,0.01,72
San Juan Airport,12/18/2013,27.59,0.29,73
San Juan Airport,12/19/2013,27.4,0.22,76
San Juan Airport,12/20/2013,27.58,0.38,78
San Juan Airport,12/21/2013,27.28,0.11,76
San Juan Airport,12/22/2013,26.69,0.21,73
San Juan Airport,12/23/2013,27.31,0.23,73
San Juan Airport,12/24/2013,26.82,0.72,91
San Juan Airport,12/25/2013,26.41,0,67
San Juan Airport,12/26/2013,26.79,0,79
San Juan Airport,12/27/2013,27.39,0,80
San Juan Airport,12/28/2013,27.91,0.02,82
San Juan Airport,12/29/2013,27.68,0.14,80
San Juan Airport,12/30/2013,26.73,0.01,80
San Juan Airport,12/31/2013,27.73,0.02,73
San Juan Airport,1/1/2014,26.03,0.44,79
San Juan Airport,1/2/2014,27.85,0.16,80
San Juan Airport,1/3/2014,27.66,0.13,82
San Juan Airport,1/4/2014,27.45,0.16,83
San Juan Airport,1/5/2014,27.81,0.01,73
San Juan Airport,1/6/2014,26.65,0.03,79
San Juan Airport,1/7/2014,27.56,0.03,77
San Juan Airport,1/8/2014,27.3,0.1,76
San Juan Airport,1/9/2014,27.27,0.01,74
San Juan Airport,1/10/2014,26.89,0.01,72
San Juan Airport,1/11/2014,26.84,0.1,76
San Juan Airport,1/12/2014,27.11,0.16,76
San Juan Airport,1/13/2014,26.75,0.31,80
San Juan Airport,1/14/2014,25.12,0.02,76
San Juan Airport,1/15/2014,26.55,0,60
San Juan Airport,1/16/2014,26.64,0.01,73
San Juan Airport,1/17/2014,26.86,0.03,75
San Juan Airport,1/18/2014,27.91,0,71
San Juan Airport,1/19/2014,27.75,0,75
San Juan Airport,1/20/2014,26.85,0,76
San Juan Airport,1/21/2014,26.45,0,72
San Juan Airport,1/22/2014,27.65,0,70
San Juan Airport,1/23/2014,27.43,0,77
San Juan Airport,1/24/2014,27.03,0.25,82
San Juan Airport,1/25/2014,25.94,0,76
San Juan Airport,1/26/2014,27.15,0,73
San Juan Airport,1/27/2014,26.63,0,73
San Juan Airport,1/28/2014,26.77,0.01,73
San Juan Airport,1/29/2014,27.2,0.09,68
San Juan Airport,1/30/2014,26.94,0.39,77
San Juan Airport,1/31/2014,25.64,0.09,78
San Juan Airport,2/1/2014,25.68,0.19,84
San Juan Airport,2/2/2014,25.42,0.32,89
San Juan Airport,2/3/2014,25.96,0.08,83
San Juan Airport,2/4/2014,26.67,0.04,77
San Juan Airport,2/5/2014,26.1,0.5,78
San Juan Airport,2/6/2014,26.53,0.43,85
San Juan Airport,2/7/2014,25.62,0.36,84
San Juan Airport,2/8/2014,25.46,0.2,89
San Juan Airport,2/9/2014,24.79,0,87
San Juan Airport,2/10/2014,25.38,0,84
San Juan Airport,2/11/2014,25.92,0,78
San Juan Airport,2/12/2014,26.65,0,74
San Juan Airport,2/13/2014,27.92,0,71
San Juan Airport,2/14/2014,27.88,0,72
San Juan Airport,2/15/2014,27.65,0,68
San Juan Airport,2/16/2014,26.51,0.12,72
San Juan Airport,2/17/2014,26.01,0.32,74
San Juan Airport,2/18/2014,27.05,0.13,81
San Juan Airport,2/19/2014,27.6,0.26,75
San Juan Airport,2/20/2014,27.47,0.01,72
San Juan Airport,2/21/2014,26.77,0.3,80
San Juan Airport,2/22/2014,26.26,0.13,79
San Juan Airport,2/23/2014,26.08,0,74
San Juan Airport,2/24/2014,26.38,0.05,76
San Juan Airport,2/25/2014,26.74,0.05,72
San Juan Airport,2/26/2014,25.97,0,70
San Juan Airport,2/27/2014,26.78,0,70
San Juan Airport,2/28/2014,26.58,0.01,69
San Juan Airport,3/1/2014,26.65,0,73
San Juan Airport,3/2/2014,25.78,0,75
San Juan Airport,3/3/2014,25.52,0,69
San Juan Airport,3/4/2014,25.86,0.27,74
San Juan Airport,3/5/2014,26.07,0,77
San Juan Airport,3/6/2014,27.62,0,66
San Juan Airport,3/7/2014,26.6,0,70
San Juan Airport,3/8/2014,25.9,0,73
San Juan Airport,3/9/2014,25.63,0,74
San Juan Airport,3/10/2014,26.07,0,74
San Juan Airport,3/11/2014,26.95,0.02,71
San Juan Airport,3/12/2014,27.04,0,72
San Juan Airport,3/13/2014,27.49,0,70
San Juan Airport,3/14/2014,26.09,0,75
San Juan Airport,3/15/2014,26.61,0,72
San Juan Airport,3/16/2014,26.76,0.01,74
San Juan Airport,3/17/2014,26.95,0,69
San Juan Airport,3/18/2014,26.81,0,68
San Juan Airport,3/19/2014,26.85,0,71
San Juan Airport,3/20/2014,26.97,0,65
San Juan Airport,3/21/2014,27.96,0,64
San Juan Airport,3/22/2014,27.58,0,63
San Juan Airport,3/23/2014,27.86,0,62
San Juan Airport,3/24/2014,27.28,0,67
San Juan Airport,3/25/2014,28.41,0,64
San Juan Airport,3/26/2014,27.69,0,68
San Juan Airport,3/27/2014,27.11,0.15,66
San Juan Airport,3/28/2014,26.67,0,69
San Juan Airport,3/29/2014,25.91,0,69
San Juan Airport,3/30/2014,27.83,0.06,69
San Juan Airport,3/31/2014,28.11,0,63
San Juan Airport,4/1/2014,28.37,0,66
San Juan Airport,4/2/2014,27.62,0,66
San Juan Airport,4/3/2014,27.83,0.58,71
San Juan Airport,4/4/2014,26.76,0.32,74
San Juan Airport,4/5/2014,27.53,0.19,69
San Juan Airport,4/6/2014,28.62,0,64
San Juan Airport,4/7/2014,27.6,0,67
San Juan Airport,4/8/2014,28.49,0,65
San Juan Airport,4/9/2014,27.4,0.1,74
San Juan Airport,4/10/2014,27.88,0,69
San Juan Airport,4/11/2014,27.74,0,65
San Juan Airport,4/12/2014,27.28,0,62
San Juan Airport,4/13/2014,27.3,0.02,69
San Juan Airport,4/14/2014,27.17,0.01,67
San Juan Airport,4/15/2014,27.53,0,65
San Juan Airport,4/16/2014,27.91,0,70
San Juan Airport,4/17/2014,27.26,1.1,75
San Juan Airport,4/18/2014,28.2,0.26,74
San Juan Airport,4/19/2014,26.98,0.42,75
San Juan Airport,4/20/2014,27.53,0.05,70
San Juan Airport,4/21/2014,28.43,0.01,65
San Juan Airport,4/22/2014,29.6,0,64
San Juan Airport,4/23/2014,30.04,0,63
San Juan Airport,4/24/2014,28.52,0,68
San Juan Airport,4/25/2014,28.1,0,70
San Juan Airport,4/26/2014,28.93,0,70
San Juan Airport,4/27/2014,29.32,0,66
San Juan Airport,4/28/2014,29.58,0,64
San Juan Airport,4/29/2014,29.56,0,64
San Juan Airport,4/30/2014,28.8,0.09,68
San Juan Airport,5/1/2014,28.93,0.02,68
San Juan Airport,5/2/2014,30.34,0.01,66
San Juan Airport,5/3/2014,29.5,0.06,71
San Juan Airport,5/4/2014,28.95,0.03,67
San Juan Airport,5/5/2014,28,1.5,75
San Juan Airport,5/6/2014,28.58,0.08,70
San Juan Airport,5/7/2014,28.48,0.16,73
San Juan Airport,5/8/2014,25.63,2.1,89
San Juan Airport,5/9/2014,26.34,0.18,75
San Juan Airport,5/10/2014,23.36,2.72,90
San Juan Airport,5/11/2014,25.39,0.1,81
San Juan Airport,5/12/2014,26.32,0.07,83
San Juan Airport,5/13/2014,26.85,0.03,79
San Juan Airport,5/14/2014,27.09,0.12,79
San Juan Airport,5/15/2014,25.82,0.06,79
San Juan Airport,5/16/2014,26.4,0.13,79
San Juan Airport,5/17/2014,26.63,0.04,77
San Juan Airport,5/18/2014,26.98,0,73
San Juan Airport,5/19/2014,27.14,0.61,82
San Juan Airport,5/20/2014,27.34,0.04,75
San Juan Airport,5/21/2014,28.35,0.02,73
San Juan Airport,5/22/2014,28.31,0.02,72
San Juan Airport,5/23/2014,28.03,0.02,71
San Juan Airport,5/24/2014,28.37,0.03,70
San Juan Airport,5/25/2014,27.94,0.29,78
San Juan Airport,5/26/2014,27.62,0.08,77
San Juan Airport,5/27/2014,28.03,0.19,78
San Juan Airport,5/28/2014,28.6,0.03,76
San Juan Airport,5/29/2014,28.06,0.01,78
San Juan Airport,5/30/2014,27.18,0.08,75
San Juan Airport,5/31/2014,27.93,0.06,75
San Juan Airport,6/1/2014,29.35,0,72
San Juan Airport,6/2/2014,29.93,0,69
San Juan Airport,6/3/2014,29.55,0,68
San Juan Airport,6/4/2014,29.05,0,69
San Juan Airport,6/5/2014,28.65,0.1,75
San Juan Airport,6/6/2014,28.54,0,72
San Juan Airport,6/7/2014,28.85,0.02,73
San Juan Airport,6/8/2014,29.51,0.02,75
San Juan Airport,6/9/2014,29.61,0,70
San Juan Airport,6/10/2014,29.33,0,74
San Juan Airport,6/11/2014,28.88,0,73
San Juan Airport,6/12/2014,28.66,0,69
San Juan Airport,6/13/2014,28.8,0.11,73
San Juan Airport,6/14/2014,28.99,0.01,73
San Juan Airport,6/15/2014,29.88,0.01,74
San Juan Airport,6/16/2014,29.17,0,72
San Juan Airport,6/17/2014,29.48,0,71
San Juan Airport,6/18/2014,27.91,0,72
San Juan Airport,6/19/2014,29.6,0,71
San Juan Airport,6/20/2014,30.77,0,73
San Juan Airport,6/21/2014,31.1,0,74
San Juan Airport,6/22/2014,30.37,0.02,71
San Juan Airport,6/23/2014,30.26,0.05,69
San Juan Airport,6/24/2014,30.69,0.07,71
San Juan Airport,6/25/2014,29.29,0,69
San Juan Airport,6/26/2014,31.33,0,73
San Juan Airport,6/27/2014,30.48,0.03,71
San Juan Airport,6/28/2014,30.21,0.03,70
San Juan Airport,6/29/2014,30.09,0,70
San Juan Airport,6/30/2014,29.98,0.3,75
San Juan Airport,7/1/2014,30.43,0,68
San Juan Airport,7/2/2014,30.76,0,67
San Juan Airport,7/3/2014,29.8,0.16,69
San Juan Airport,7/4/2014,29.84,0.02,67
San Juan Airport,7/5/2014,29.99,0.18,72
San Juan Airport,7/6/2014,30.31,0.37,73
San Juan Airport,7/7/2014,29.34,0,70
San Juan Airport,7/8/2014,29.76,0,68
San Juan Airport,7/9/2014,29.15,0.13,72
San Juan Airport,7/10/2014,29.83,0.04,68
San Juan Airport,7/11/2014,28.85,0.05,75
San Juan Airport,7/12/2014,29.83,0,73
San Juan Airport,7/13/2014,29.06,0,71
San Juan Airport,7/14/2014,29.67,1.21,75
San Juan Airport,7/15/2014,29.27,0.02,73
San Juan Airport,7/16/2014,31.08,0,70
San Juan Airport,7/17/2014,29.64,0.28,76
San Juan Airport,7/18/2014,29.33,0,72
San Juan Airport,7/19/2014,28.9,0.1,74
San Juan Airport,7/20/2014,30.47,0.17,74
San Juan Airport,7/21/2014,29.89,0,72
San Juan Airport,7/22/2014,28.72,0.34,76
San Juan Airport,7/23/2014,29.97,0,74
San Juan Airport,7/24/2014,29.45,0.02,74
San Juan Airport,7/25/2014,29.62,0.08,76
San Juan Airport,7/26/2014,29.63,0,75
San Juan Airport,7/27/2014,29.45,0,77
San Juan Airport,7/28/2014,29.6,0,73
San Juan Airport,7/29/2014,28.9,0.23,76
San Juan Airport,7/30/2014,29.12,0,73
San Juan Airport,7/31/2014,29.33,0.17,76
